ID,Turbine EXW,Transport,Customizations,Hub activities,Hub rental,Installation,Commissioning,Commissioning vessel,Installation vessel,Wind speed,Air density,Water depth,Country,Inflation,Project launch year NTP,Installation year,Distance from shore,Distance from hub,Number of units,Site area,Weather,Losses of production,Equity share
12,14369.392936750315,694.6896189431192,707.2630269400646,344.703479729607,337.3715197695387,345.8257379766558,480.0262810453703,678.7089134304365,497.739888711258,10.68,2.29,83.81,sv,3.8200000000000003,2023,2029,96.77,45.0,281,184,51,18,62
13,14414.266324119933,700.9177505162891,712.4758345527114,345.19037683950796,339.1579448811641,347.12261438408694,480.8523279549322,700.6978162477724,500.18018370907527,8.77,2.29,26.25,sz,3.26,2023,2024,134.17000000000002,63.29,261,211,78,11,39
14,14418.11344951358,706.2343962626137,714.1457110723993,345.40412690890923,345.683683289546,350.69090409049215,481.71807348125526,706.2456326755882,505.00268365349405,11.629999999999999,2.39,31.66,ae,3.4699999999999998,2024,2025,64.6,113.32,231,206,81,16,68
15,14436.377020838496,722.0937251904451,718.4395910586061,345.7175329722756,347.4934777212939,354.7668252289583,491.41674971055863,707.2712795319846,505.48212974383694,10.22,2.27,70.03,hr,5.76,2021,2030,151.8,98.08,136,94,88,18,85
16,14481.876906343881,725.3655376342754,723.8022125922253,348.2462009466015,352.42802957814513,356.42142311899477,492.4311485006674,708.8913820750466,507.46775436748214,11.84,2.24,48.72,bt,6.38,2025,2028,122.23,104.55,163,213,2,14,64
17,14482.15281013848,727.5441429705145,726.1955250969565,350.24510118286616,352.8619688673657,356.73345046170743,492.65004732195433,709.0866001027675,508.8812209901548,10.36,2.38,64.62,sz,6.26,2023,2024,174.26,48.53,215,62,87,14,66
18,14701.693011718255,729.3284796922838,728.2380801488389,353.3476486017081,355.69445108272856,360.1596015042777,492.7753336663076,712.51935506971,510.119316314342,11.49,2.3600000000000003,60.83,sb,3.69,2024,2030,99.95,102.69,50,92,5,19,52
19,14722.1852370109,731.666059688292,733.1012736405007,355.78265768200566,357.0857608832582,362.23726952505575,496.9985347890149,713.6739048137579,510.99040419522316,8.69,2.3,36.82,ni,3.0300000000000002,2023,2026,115.63,58.5,148,128,79,18,30
20,14747.697522980892,732.938353166873,733.9712840905443,357.1259425509389,359.56031802800493,370.8693744297214,501.77703553350875,715.8874177170835,511.8682950192476,10.98,2.3,41.120000000000005,za,4.24,2024,2025,93.62,185.65,229,270,69,12,99
21,14754.115076571845,734.44587080718,736.2170496664996,361.64976320565324,359.6041366681386,371.21038817713196,505.61549057347145,719.8495451611179,512.8295248123306,10.57,2.29,36.18,sk,4.77,2022,2030,74.66,63.019999999999996,124,216,87,18,77
22,14761.887120005205,736.6221593160153,744.7900735244573,364.0515480899875,361.5934978925226,373.8079678068963,506.81237052458135,721.4845201697754,514.7266435040833,11.78,2.3600000000000003,68.25999999999999,dm,7.21,2023,2030,93.99000000000001,106.65,77,81,56,10,44
23,14802.304324035706,739.7201938490093,746.0473294150677,364.2976228932158,363.089960114694,374.27928908428635,513.6650345278634,722.2299447029857,514.8894751351518,9.0,2.35,45.57,pl,6.49,2021,2026,130.12,167.26999999999998,132,188,90,18,86
24,14852.578230791594,740.5462047889039,747.0561037663772,368.12991913946416,363.3398364885969,374.61242296301896,514.4686470886742,722.4964864808219,517.0585414846247,9.5,2.2800000000000002,67.50999999999999,jm,6.6,2025,2024,30.5,170.05,292,65,49,11,48
25,14952.277882029695,741.5135903402565,748.677591868844,370.44540008479396,367.34087200548385,375.9494268397724,514.6356998930765,722.7725888134764,522.6061741420821,11.65,2.3600000000000003,28.21,gw,6.43,2023,2024,162.0,173.44,51,117,39,17,88
26,14977.188999760268,744.9399933653158,751.39937702239,371.0892748984935,367.5047670687944,376.1548223194231,514.8532763873744,724.0359717940619,522.7955500177023,10.81,2.2800000000000002,76.19,sd,7.15,2025,2026,99.88,93.8,152,192,29,16,48
27,15052.260554876244,748.1586805244392,753.8791234036844,374.04553026043175,368.07757907022756,378.913779385977,515.212268569685,724.1492756091593,523.3415559687872,10.79,2.42,31.13,uy,3.37,2021,2029,172.31,135.14,148,93,85,10,63
28,15076.57569016421,748.1705841430237,754.7735109069695,374.3595567323908,370.48212300828425,378.9303725107149,516.5247671662877,725.6050516583725,523.3497855148701,10.11,2.33,71.11,kh,5.1899999999999995,2024,2025,169.58,104.7,27,268,97,14,33
29,15100.59456083591,748.1718620498528,758.7959870165345,378.19692675103545,372.05737942316597,379.25941918791773,516.9704962143306,727.0494827673909,524.4974495233978,8.36,2.3600000000000003,42.41,ki,4.73,2022,2025,70.88,167.56,265,57,31,13,66
30,15102.979245620481,749.1084960782287,759.5771835086794,379.68125694320054,374.36689548289417,379.4159600134933,522.5364195190069,727.0508238856328,524.7617906490449,9.91,2.39,72.14,mt,3.17,2025,2030,39.06,130.31,171,222,78,18,94
31,15207.391260867353,750.7412715606391,760.5238588055201,379.76852142543214,375.35639321722056,379.9376060360276,522.6922623229016,728.4780451491479,525.2855406335873,9.77,2.3600000000000003,71.35,li,6.09,2021,2026,176.98,179.24,233,163,62,14,99
32,15237.540691459912,751.8748876674435,767.0786117182945,380.3743876189487,375.56408183791984,380.03782833936776,523.093392811459,740.5950262474843,526.9270089357926,8.66,2.3,60.48,gy,5.95,2022,2024,43.16,114.15,250,170,65,12,88
33,15282.42150459335,753.9311581558426,767.0871139530399,380.5278714909196,377.04171711528704,381.1462404310064,523.5554725451598,741.8828129764445,527.9956245235738,8.66,2.27,78.3,bb,4.65,2025,2029,75.50999999999999,152.8,39,247,93,19,37
34,15312.053673803432,754.7612684891429,767.387125241751,380.65878916921855,378.80433194372534,381.78398203833626,524.4751860482291,742.025270614493,528.2714516392547,10.05,2.26,67.50999999999999,sb,4.77,2024,2029,103.83,175.36,264,223,60,14,60
35,15330.037068618443,757.113793678983,767.8857771543699,382.815793199947,381.1199508576973,382.7825666620852,530.9407224432832,743.319162669621,528.6097212112388,10.22,2.41,81.84,qa,5.68,2022,2028,41.13,105.59,126,138,45,14,35
36,15377.187934512629,758.0632657083536,769.9296830333363,382.8550847939322,385.5468200119892,383.0391558555579,533.5417427089878,743.7355910269093,531.5494772520792,10.58,2.35,74.85,cl,5.1899999999999995,2024,2030,177.08,170.16,53,260,94,20,71
37,15399.313008721336,760.3990664865574,770.9483491073862,382.8888794914513,387.05415354908416,383.7965442927622,535.6823309571727,745.9084168482675,533.296032403876,10.12,2.24,76.05,gw,5.5600000000000005,2022,2023,107.13,162.20999999999998,264,251,3,11,63
38,15403.958403620281,760.5225143718708,771.3220536057463,383.28673241354335,387.2634650331013,384.286559904351,537.693802760156,747.4660964511902,534.7052635933923,10.92,2.42,39.019999999999996,bn,3.83,2021,2023,168.31,74.96000000000001,230,41,9,19,56
39,15466.588185226337,760.6678050907576,772.0909014494589,384.3909942214811,388.3289042843886,384.5008869974703,538.403714202721,748.0079016574623,538.2341804136747,9.57,2.38,26.29,sz,7.25,2022,2030,48.69,95.97,162,163,75,16,43
40,15509.493369006228,761.7272032285423,772.1852924490325,385.5063203135184,389.27108180084974,384.6922537634437,539.592438180832,748.2325840581213,539.4584548982017,8.23,2.2800000000000002,43.97,ng,6.88,2022,2026,121.01,79.46000000000001,13,299,100,14,80
41,15525.47049042495,768.2763489207515,772.2676007151176,386.1807587448484,389.5409081114796,384.6987448155786,540.4700725105121,748.2896310317967,541.7377556010055,8.629999999999999,2.37,37.39,ar,5.08,2024,2024,95.91,142.51,158,232,73,19,47
42,15553.652894321127,768.9256619826846,775.0016271371145,386.9746230386878,389.9491429259164,385.95304364482115,540.5593429263062,748.6398323917273,543.0102864439868,9.14,2.31,66.36,gb,7.13,2023,2028,96.31,42.84,13,278,36,14,37
43,15598.469623238256,772.8010484720581,775.5718541580911,386.99249473575,390.1816216177627,386.8239911499353,540.7535408109967,749.7470808736896,543.8478076951812,11.73,2.41,29.4,er,6.88,2021,2024,39.89,73.89,196,185,51,19,75
44,15611.434617715022,772.8295610592079,776.9725729397485,388.21469040865105,390.9257670553456,386.8919038367007,541.0034482121441,753.4455585906342,545.5886101189764,10.65,2.3600000000000003,38.25,et,4.1,2024,2023,172.33,144.82,215,299,90,16,74
45,15631.068702532553,773.620547421471,776.9784148083916,390.38063622675617,391.78056725450995,387.4692878152041,541.3752178366974,755.5425471125703,546.7680798841684,9.83,2.42,24.13,rs,7.13,2024,2027,159.59,162.03,296,80,3,15,100
46,15702.551153409899,777.7824853814016,778.314372145646,391.1264251687269,393.100718202959,388.18776182402075,541.825613006331,757.7260639158836,548.6810241178158,8.65,2.3,26.72,at,3.0,2023,2026,144.24,154.09,115,240,96,14,71
47,15755.491810008089,778.8059077650003,778.8263578567633,392.2551859422344,394.47558781363546,392.1857740553626,543.0572865138431,760.0562258860449,549.386873937909,11.6,2.3200000000000003,82.53999999999999,bf,4.18,2021,2024,117.59,64.64,225,51,35,20,49
48,15756.63024751379,779.9223078626057,779.0752690489225,392.3455689708892,396.0705761516875,395.11141972922564,543.8335126882423,760.1493732495002,549.9848032081925,8.77,2.22,33.05,tl,6.22,2022,2024,84.03,79.89,122,251,83,10,37
49,15757.210868425915,780.3815802561348,779.5190744925837,392.35963705514416,396.0983355562673,395.37247516655003,547.0237684969813,764.8784804268142,550.0371650017623,10.77,2.3200000000000003,76.81,to,4.51,2024,2029,34.78,137.19,264,152,87,16,73
50,15813.170376529531,780.9086222123965,780.3145104242338,393.51588645633205,396.3606845869875,395.37579865044177,548.7031571850747,768.0068496854718,550.1415558756117,9.85,2.41,67.93,mx,4.55,2022,2027,64.41,119.81,96,222,24,18,53
51,15880.948923290194,781.6736079391113,783.2038860445855,393.6515255662404,396.3657120353806,395.4065095427924,549.1680262537817,769.1744650020469,551.4159752871549,9.37,2.41,64.15,cg,5.41,2024,2028,32.14,159.23000000000002,283,134,68,17,38
52,15884.563398285856,783.9984439454793,783.4740393540599,393.8737097306283,397.30783062446005,395.93412411569386,553.6335088275601,769.3051683823485,551.8458849348755,8.34,2.26,25.21,tm,4.470000000000001,2025,2029,102.06,177.51,128,271,10,20,93
53,15884.920997147388,784.6843879012579,783.5680148068915,394.8216066218876,397.69354171585405,396.3207169244831,555.1863042966648,771.2188481049516,554.2732613375078,8.65,2.2300000000000004,78.13,bd,3.8600000000000003,2023,2025,153.14,81.31,91,113,55,16,55
54,15889.130293746315,784.7995328378693,783.6372591728385,394.892475951693,398.3616570924106,396.3513965428235,557.0120916758591,771.2777246081205,555.0514104620246,8.28,2.31,62.72,id,5.3,2025,2029,55.010000000000005,97.17,94,38,78,20,34
55,15893.33330976774,784.8019980978663,784.5107705022034,395.1442238067671,398.62676590092974,396.7443133704609,557.2702065350545,772.8114251874114,555.0728274339359,8.8,2.31,47.61,ni,4.45,2021,2025,177.51,81.57,12,218,69,17,46
56,15943.124721014787,785.7797223755787,788.6671159576603,395.196421154332,398.70474745714614,397.0211067117244,557.3247714900974,774.3888986126589,555.6492688712979,8.2,2.41,48.4,td,7.15,2022,2029,161.99,168.72,156,80,73,13,86
57,15949.134306931754,785.8619423407363,788.7895262680404,395.32113421798107,398.76704027107104,397.1099903304848,557.3793566248045,775.6973529557874,556.296187355879,8.68,2.26,61.65,si,6.17,2024,2026,53.0,111.36,195,207,76,18,77
58,15955.793437887425,787.4465034555777,788.8892311477107,395.5844870604868,399.71257972646436,397.7436529479564,558.2232943417844,776.9799685603407,557.031631053957,10.28,2.29,53.22,mx,5.29,2021,2028,130.35,92.07,291,101,56,12,66
59,15961.075345967376,787.8021711868128,789.9500655683855,395.8613198025576,399.8032356132685,397.77369998034317,558.3170594435885,777.4993506958565,557.1130677263322,8.879999999999999,2.26,68.03999999999999,jm,6.17,2024,2024,60.89,161.43,68,147,27,16,92
60,16025.114821212039,788.1021317335815,790.6757401600411,395.90791514064284,400.88757477220406,398.16930807949524,559.3502070647227,780.3219699608187,558.0434632118579,11.81,2.4000000000000004,76.47,py,3.3,2021,2025,36.57,88.84,240,204,62,14,53
61,16062.205063936013,789.9413067665218,791.1843085670132,396.1266333833604,400.92533902827995,398.35426176447055,559.5395930425932,780.5453415570477,558.1852565200169,8.2,2.3200000000000003,53.489999999999995,tl,3.85,2025,2030,133.45,113.68,62,202,1,18,79
62,16118.990885309999,790.1464854449118,793.5429364006981,397.1507999394985,401.41081205221786,398.8383809826729,560.564362824427,781.0240635658336,558.4633597182539,8.97,2.31,30.06,mn,5.82,2025,2024,121.87,77.24000000000001,21,136,64,12,65
63,16132.214268457208,790.9020395586211,793.8424764820713,397.26108808388943,401.4763170478643,399.11713679748743,561.7175980042789,783.2139952502797,559.5770478447325,11.93,2.2800000000000002,30.54,il,6.25,2024,2026,65.36,123.75,288,232,61,18,38
64,16137.374665002626,791.4483059562854,797.0773393258831,397.62260028145886,401.49919732855585,399.7732460909665,561.7671215666217,787.4692438328884,560.1911815729727,10.33,2.37,47.28,au,4.52,2025,2024,52.510000000000005,74.09,293,39,56,13,81
65,16155.831690364463,791.508551035366,800.7109382704261,397.79808183940906,401.50591650406835,400.6303505304493,563.5224907063074,789.3905186350227,560.5297745516086,10.29,2.35,63.58,nl,4.04,2023,2027,33.55,151.35,36,245,59,10,80
66,16159.372356721931,791.550327567051,801.0874614340462,398.05353410315183,401.55663011952413,401.5821229122542,563.7137724090094,789.561844767687,560.9616620472235,9.22,2.26,26.36,ly,5.98,2025,2027,174.11,79.4,73,61,53,20,72
67,16184.70269182842,792.4023003206652,801.6689629635409,398.57216197753996,403.1434000818688,402.0645418375014,563.896181167937,790.3469978924124,561.6162129899496,8.25,2.26,77.74000000000001,so,4.45,2025,2027,115.24,81.39,279,219,28,16,49
68,16228.09481058512,794.1368586021558,801.837989715066,399.00070426741706,403.64377215960747,402.2249752999429,563.9816217626902,792.2602855050958,561.8413169126419,8.74,2.24,58.9,me,6.35,2025,2029,154.82,92.89,85,222,99,12,91
69,16228.2420860928,795.0594439987376,801.9542747356984,399.12202168084644,404.0593487581583,402.45313671804485,564.3721443376878,792.4256394391467,563.8742628421707,11.61,2.41,67.99000000000001,ng,6.37,2025,2030,56.44,120.69,286,100,35,17,55
70,16230.15771995457,795.490301402581,804.5489514431565,399.9965850111997,404.0752927054066,403.5292008584868,565.238614979367,793.4643488656407,563.9810841565478,11.8,2.3200000000000003,78.32,fi,3.8899999999999997,2024,2025,81.69,182.74,33,229,18,13,70
71,16265.30186779457,796.4076551494227,805.1143507787259,400.10294261757696,404.08763581658474,404.39942766675233,566.0094149885093,793.9185362713185,566.2009807247921,9.07,2.4000000000000004,67.75,al,3.56,2024,2025,40.03,50.71,129,247,53,18,65
72,16275.073584714562,797.1857220806796,807.3982783075667,400.56913287464295,404.38666252954897,404.8985194103745,566.6049836868381,794.8191051460926,567.0115553950366,9.53,2.26,74.28999999999999,mc,6.93,2024,2026,83.86,57.8,187,71,25,10,51
73,16308.406141976922,797.724750023737,807.8291807143871,401.3563812302698,404.59544907055255,405.2388686482143,569.0678997613613,795.4490137650986,567.8265539405537,8.78,2.27,30.42,cu,4.140000000000001,2021,2028,93.67,152.76999999999998,279,192,34,19,38
74,16311.953780479747,798.4320916687373,810.0765895738824,401.63628605075536,404.73844914221496,406.9055385528053,569.1437829174863,795.6772589678233,568.5461630541839,8.93,2.33,76.14,lc,3.98,2022,2025,146.26999999999998,152.07999999999998,117,287,60,15,87
75,16313.689909870041,799.9796330538026,811.1480018372205,402.1474052649508,404.8124833697675,407.12167789419635,570.6633353599148,797.2900031851732,570.0513940378448,11.76,2.2300000000000004,32.09,kw,5.21,2022,2026,144.44,181.86,284,153,55,13,49
76,16364.912040271134,800.3289895473558,811.3736870705612,402.5988507624312,405.11727300961246,407.88063146041674,571.6017352793644,797.7446182361891,570.2813397295783,10.45,2.41,44.370000000000005,mw,3.49,2024,2029,172.67,73.88,178,261,25,12,33
77,16387.86258754934,800.8802057386473,811.5015855986815,404.00865061405085,405.8979022807866,407.9143809406671,572.6484374504452,797.9913053882938,570.6886021467874,9.16,2.27,58.1,kg,3.62,2021,2029,101.73,184.71,247,238,95,11,36
78,16453.951242899017,801.3446708991178,811.5712209474857,404.1605818071885,405.9626829394931,407.92260565150656,573.4901404119686,801.8746981886275,570.9414269091442,8.49,2.3600000000000003,49.04,kp,6.51,2025,2027,96.07,112.01,75,210,97,13,69
79,16464.02859743238,802.7443712347284,812.0110627036732,404.2062746027156,409.0344333111682,407.99390714087315,574.0936842917059,802.2355936496169,571.2060051099968,11.22,2.31,56.49,tm,6.63,2024,2029,33.39,45.26,121,150,20,17,60
80,16483.240997026365,803.1513654261214,812.6683421782864,404.42008173648526,409.05589531305213,408.1842243411107,574.5561620391953,803.401531652601,572.2866484259265,9.7,2.38,36.04,ke,5.3,2025,2025,72.85,76.1,212,157,72,15,69
81,16505.271726423427,803.4320219966387,814.4756639112968,404.6375815931184,410.16893712358535,408.2620714653278,574.8140607928524,803.6308865043115,572.4759908545693,8.2,2.35,45.730000000000004,be,6.65,2024,2029,106.11,153.25,125,207,64,15,70
82,16553.08953086436,804.3717196305389,814.6826959406616,404.7093692411846,410.3151447304527,408.2986620760397,575.1085021043965,807.413811937851,572.7493636195768,11.78,2.38,81.1,jo,6.6,2025,2025,30.03,186.43,16,198,44,11,93
83,16565.200582460064,804.8124261548487,814.8759851884097,404.98107087166545,410.73809655407115,408.39396274550205,575.9283218267436,811.7466743427584,572.8276755018865,8.21,2.3,49.96,si,5.279999999999999,2025,2030,177.49,122.55,173,170,72,14,75
84,16566.26920836794,804.8301483396978,816.2477669447155,405.02752909949675,410.83667346037095,408.53876536544766,577.3982806181355,812.5080518674441,573.3301573686099,9.96,2.37,36.88,tj,3.38,2024,2023,161.38,82.53999999999999,11,92,72,20,59
85,16611.038231217397,805.2045814802009,816.4695700579207,405.1262846403123,412.09988774202156,408.64146539248054,578.0324647993754,813.1931887893109,573.805912537533,11.89,2.3200000000000003,79.75,to,5.02,2024,2024,92.47999999999999,124.91,67,47,2,20,78
86,16630.206432122886,806.1235542293551,816.4769611823755,405.8191898964599,412.4717692532724,408.90165905546627,578.3093022741411,813.6518584090767,573.9178344716571,9.5,2.22,59.44,ad,5.05,2025,2029,54.89,135.56,242,106,37,14,91
87,16691.92391075933,808.2987552753575,817.0423935092879,405.96295572152223,412.9492203147737,408.9367313660219,578.6958832165562,813.7433150016841,574.2706505080049,11.9,2.3,44.04,vn,6.97,2022,2024,152.29000000000002,130.14,135,298,52,20,69
88,16698.55749736338,809.5432957931573,817.1024349522168,405.9678545321379,412.97562288994715,409.4590597114768,579.1831687364104,814.7988536815126,575.774093198644,9.21,2.35,68.46000000000001,kr,4.57,2024,2026,35.2,140.39,163,172,98,19,54
89,16709.91922591704,812.9862152652977,817.7820270343728,406.10076265660376,413.9572534965883,409.70747588385734,579.2486577209248,816.6974307341823,576.0263415111813,8.29,2.29,30.259999999999998,kw,6.36,2025,2029,160.31,69.81,221,67,62,16,40
90,16719.195631731054,813.026944919696,818.4699855058037,406.34924574779103,414.3660519740065,409.76067325826835,581.9580144336093,817.4460569232331,576.2134885457103,8.2,2.27,75.35,fj,5.37,2023,2023,42.11,118.63,290,190,35,18,95
91,16719.334742773586,813.8010277997959,819.5840638117728,407.46173552242027,415.1805951645962,409.79818551177294,582.0826920247382,819.2822790741899,576.2893125332167,9.86,2.2300000000000004,32.28,np,4.779999999999999,2022,2026,158.22,71.14,71,210,57,14,44
92,16727.831263477652,814.3128349687393,820.1981009426984,408.6791704735674,415.262798311573,409.88524694220564,582.7786464850058,820.5533463057507,576.5224171380831,9.56,2.4000000000000004,69.0,in,5.99,2024,2030,31.33,84.46000000000001,162,208,100,12,99
93,16735.426750700633,814.6739212771424,820.655295072799,408.7917858735924,415.46066133553927,411.093083459842,583.2612307303898,820.5626973947005,576.8018578077783,9.34,2.2800000000000002,66.03,na,5.09,2022,2027,147.20999999999998,42.84,188,218,63,10,40
94,16741.15338037804,814.8708066056255,820.8705507687052,409.38052609397835,416.9217964389607,412.02099948816675,583.3259761443697,821.0265488116158,577.2807167479716,9.31,2.3600000000000003,77.55,qa,3.0300000000000002,2021,2027,153.74,177.24,160,199,5,19,45
95,16746.89091581444,815.0541723033858,822.4153694265765,409.57894868477473,417.1547416221265,412.19015760344433,583.7622282177259,821.7202675448132,577.6053904233438,10.89,2.3200000000000003,64.64,kz,6.11,2024,2025,169.39,138.95,59,297,63,15,96
96,16762.392429871994,815.2494588858935,822.9058737637715,409.73068357981305,417.672196139058,412.53189895006994,584.4241487899084,822.6640135875294,578.4336350180172,10.9,2.24,54.980000000000004,ht,6.16,2021,2028,94.21,43.76,266,120,32,10,81
97,16787.436314700717,815.8590614161423,822.995475136911,410.2229321334836,417.758026656338,413.68808786659423,584.4954049615094,822.722849845795,578.8374575900987,9.4,2.39,55.94,sr,5.37,2021,2023,59.370000000000005,167.11,261,300,36,16,37
98,16803.322745055266,817.6130199424878,823.6062152861462,410.6222833185512,418.04713068700937,413.8125573677827,584.8055852377759,823.1638059912837,579.0170618166853,9.56,2.39,63.02,gt,5.3,2022,2029,141.57,119.8,50,244,39,15,45
99,16805.459128357288,818.9625858689808,823.7469528526136,411.4083594158259,418.74341717125134,414.13165824313904,585.4281326748745,823.8124807940676,579.4600494159885,11.17,2.26,79.22999999999999,hn,4.88,2022,2029,36.49,131.54000000000002,124,125,74,10,93
100,16813.950020761207,818.9711057152513,824.0642765060604,411.6376989264762,419.06711022477054,414.2756788402794,585.6782885183871,824.4359147274236,579.4680762474934,8.43,2.31,63.51,sr,4.26,2023,2025,159.42,98.64,250,258,27,20,52
101,16818.7368782198,819.8073493216883,824.0653203323471,412.38427106278857,419.51086428964436,414.4517249317971,585.871353642709,824.4730352099599,579.9904266104162,8.64,2.35,64.69,my,3.13,2024,2027,72.68,99.63,42,58,99,16,90
102,16837.12204476965,820.1856803552782,827.7483306633691,412.86576379063484,420.5023053730866,414.56135967352964,585.9668312176505,824.7656970824045,580.6864051195032,11.74,2.39,77.3,id,4.26,2022,2028,119.85,83.22999999999999,251,250,69,12,85
103,16851.809105990647,821.4997807879708,827.9074482887665,412.89526323151824,420.917077878408,415.0922472024888,586.0762339678569,826.2701545711583,581.0086662916441,9.88,2.41,55.35,gm,4.73,2023,2029,31.13,98.28999999999999,131,262,68,17,61
104,16874.94806663652,821.7673292185029,828.2128250204025,413.7923979417405,421.0506673807794,415.1633164671101,586.6428433101429,826.4003144407707,581.5132169842044,10.03,2.39,70.07,be,5.359999999999999,2022,2028,61.08,103.72,161,45,55,17,66
105,16891.356254534694,822.115001415324,828.4589865043617,413.983309100346,421.16537724661043,415.2061045630596,588.5522602151123,826.8062570060747,581.7412502073074,11.32,2.29,81.49000000000001,mv,4.24,2025,2025,140.54000000000002,128.26999999999998,254,49,48,14,30
106,16895.131046903418,822.2602736433481,830.0914315831778,413.9900293942638,421.19576208367266,416.03619872421666,588.8807635372993,826.9541308137894,581.8989567770215,9.21,2.41,42.65,dj,3.52,2021,2030,31.4,99.25999999999999,67,250,63,19,78
107,16925.127486688878,822.7942091002217,830.2741944561827,414.6872729583329,421.4570850066252,416.1416685988439,590.2202101916079,828.518909432427,581.9175553675182,8.26,2.3200000000000003,62.52,bt,4.9,2023,2028,69.66,42.03,60,41,50,15,60
108,16958.394385715717,824.2345417907736,830.4182920783172,415.6914444546204,422.5117956877936,418.1934871541699,591.4308694067636,829.4797661478849,582.4635313131023,8.18,2.27,70.71000000000001,bs,3.4699999999999998,2024,2025,87.94,105.34,246,132,73,19,43
109,16991.758850179805,825.2272845615987,831.3673003010541,416.23642867213647,423.28166450153515,418.3393098849706,591.4336499562139,829.700131973296,585.2833204074956,9.89,2.33,68.64,pw,6.45,2023,2023,138.95999999999998,128.76,189,175,5,12,83
110,16997.87562040658,825.3172196062825,831.4706472540533,416.2504318228031,423.60721118636417,418.5283382981478,592.3297553469965,831.7527785026687,585.3725224385325,11.629999999999999,2.3,28.85,rs,3.38,2022,2028,38.29,104.05,255,171,35,12,41
111,16999.603113280857,825.9260813192154,832.4142393395128,416.43493200773946,424.18668489249126,418.71747732466326,592.4538728321409,831.9657289444392,586.035883275925,9.56,2.35,74.1,ga,6.56,2023,2028,78.11,146.20999999999998,75,207,92,11,96
112,17056.836051749986,827.8315416667322,834.6412119649657,416.4897819077652,425.05597771441114,418.77153207825233,592.6353577267416,831.9918926358384,586.4323234279561,8.91,2.25,59.78,pw,6.23,2024,2028,77.83,66.81,70,256,5,17,82
113,17058.496718105802,828.1657330911395,838.0744115775284,416.82521271194724,425.24054980533504,419.42424617950326,592.9761669386139,832.6539132364137,586.7493438166739,10.24,2.41,47.989999999999995,dk,5.52,2021,2023,114.61,53.18,284,67,34,10,51
